Produktnummer;Produktname;Lagerkürzel;Lagerplatz;Standardlagerplatz;Bestand
SW11087;Verbreiterung für Radlauf, vorne links, Golf 2 GTI, schmale Stoßstange, bis BJ87, OE Ref. 191853717;HL;3-H6-406;yes;1
SW11088;Einspritzventil für Golf 2 &Co, 1.3L NZ, 3F, OE Ref. 030906031A;HL;;no;0
SW11089;Endschalldämpfer, geschraubte Version, T3 1,6L JX ab Bj. 08/89 OE Ref. 068251053J;HL;C-01-2-1;yes;0
SW11090;Dichtring für Abgasrohr, T3, 1,6L TD ab Bj. 08/89, OE Ref. 447253137;HL;2-M1-104-3;yes;1
SW11091;Schalldämpfer, T3, 1,6L Diesel, OE. Ref. 068251053D;HL;3-D2-503;yes;1
SW11092;Abgasrohr seitlich, T3 1,6L Diesel ,OE. Ref. 068251171D;HL;;no;0
SW11093;1 Satz Befestigungsteile für Abgaskrümmer an Wärmetauscher und Abgasrohr T3 1,6L LBX Ref. 070298054B;HL;2-M1-102-6;yes;1
SW11094;Stegblech Abgasanlage Rechts für T3 Diesel, OE Ref. 068251370;HL;3-F8-706;yes;2
SW11095;Montagesatz für Auspuffanlage T3 1,6L TD OE Ref. 033251393;HL;;no;0
SW11096;Auspuffanlage komplett inkl. Montageteile  T3 1,6L TD OE Ref. 068251053H;HL;;no;0
SW11097;Vordere Schiebefensterscheibe für Schiebetür bzw. Seitenwand, T3 OE Ref. 253845303C;HL;;no;0
SW11098;Schiebefensterscheibe für Schiebetür bzw. Seitenwand, T3 OE Ref. 253845302E;HL;Zwischen TS Regal und Warenpostplatz;yes;1
SW11099;Katalysator-Abschirmblech Golf 1 &Co mit MKB JH OE Ref. 533253731;HL;;no;0
SW11100;Bodenblech Reparaturstück, rechts außen, Golf 1 &Co, OE Ref. 171803208A;HL;3-H3-401;yes;1
SW11101;Reparaturblech, Radhaus, vorne rechts, Golf 1 &Co, OE Ref. 171809112A;HL;pickware_unknown_location;no;1
SW11102;Radlauf hinten Links, Golf 1, 4-Türer, OE Ref. 173809837A;HL;;no;0
SW11103;Reparaturblech - Bodenblech vorne rechts, klein, Golf 1 & Co OE Ref. 171803208B;HL;;no;0
SW11104;Lenkstockhebel in Braun für Scheibenwischer Golf 1 &Co OE Ref.321953519D 90V;HL;;no;0
SW11105;Türscharnier hinten Golf 1 &Co OE-Ref. 173833403;HL;;no;0
SW11106;Massestecker (3-polig), Massestern 6,3mm Steckanschluss Golf, T3 und Co OE Ref. 311971935;HL;2-O5-503-4;yes;4
SW11107;Winkelschlauch, Unterdruckschlauch, 3,5mm, Golf &Co K-Jetronic, OE Ref. 049133394D;HL;pickware_unknown_location;no;1
SW11108;Vor- und Rücklaufleitung für Ölkühler Golf 1 &Co OE Ref. 067117123B u. 067117125B;HL;N-13-0-4;yes;2
SW11109;Abgaskrümmer, Golf 2 GTI 16V, OE Ref. 027253031BH;HL;;no;0
SW11110;Klammer für Luftfilter Kasten Golf & Co Diesel  OE Ref. 068129797D;HL;;no;0
SW11111;Distanzstück für Zahnriemenabdeckung, Golf & Co ab Bj. 08/1987, OE Ref. 026109249;HL;;no;0
SW11112;Doppelsechskantschraube, 5-Gang-Getriebe Befestigung, Golf & Co, OE Ref. N 90701604;HL;2-O3-801-5;yes;8
SW11113;Einstiegsleiste links hinten, 4-Türer, Golf 2 &Co, OE Ref. 193853371B;HL;2-K5-407;yes;2
SW11114;Faltenbalg für Drosselklappenstutzen Golf 2& Co OE Ref. 027133649A;HL;M-05-1-2;yes;2
SW11115;"Folienschriftzug ""MATCH"" Golf 2 OE Ref. 191853750 QN2";HL;;no;0
SW11116;Griffleiste für Heckklappe, grundiert, Golf 2, OE Ref. 191827577A GRU;HL;;no;0
SW11117;Innenraumleuchte, Golf 2 &Co, Passat 2, T4 Bus, OE Ref. 191947111B;HL;2-I7-103;yes;30
SW11118;Kennschild für Tankdeckel, Golf 2 &Co, OE Ref. 034010006C;HL;;no;0
SW11119;Kennschild für Tankdeckel, T3, OE Ref. 000010018C;HL;2-O5-502-5;yes;2
SW11120;Klammer u.a für Lautsprecherblende, Armaturenbrett, Golf 2 &Co, OE Ref. 191857215;HL;2-O5-503-5;yes;6
SW11121;Kraftstoffrohr Vorlauf, Golf 2 & Co MKB PL , OE Ref. 051133723E;HL;L-06-2-10;yes;1
SW11122;Kraftstoffrohr Mengenteiler zu Kaltstartventil, Golf 2 &Co MKB PL , OE Ref. 051133660D;HL;L-06-1-10;yes;1
SW11123;Kraftstoffrohr Rücklauf Golf 2 & Co MKB KR , OE Ref. 027133657E;HL;;no;0
SW11124;Kugellager für Lenksäule unten, Golf 2 &Co, bis Bj. 85 OE Ref. 191419517;HL;2-K4-303-2;yes;1
SW11125;Kugellager für Lenksäule unten, Golf 2 &Co, bis Bj. 86, OE Ref. 191419517C;HL;2-K4-304-2;yes;1
SW11126;Reparaturblech für Radlauf, hinten rechts, Golf 2 &Co, 4-Türer, OE Ref. 193809834;HL;3-H2-305;yes;3
SW11127;Reparaturblech für Radlauf, hinten links, Golf 2, 2-Türer, BJ84-92, OE Ref. 191809833;HL;pickware_unknown_location;no;1
SW11128;"Folien-Schriftzug ""Bistro"", in Alpinweiss, Golf 2, OE Ref. 191853750E 90E";HL;;no;0
SW11129;Seitliches Abgasrohr, T3 2,1L mit MKB SR/SS/MV OE Ref. 025251147BL;HL;3-D2-404;yes;1
SW11130;Hinteres Abgasrohr, für 1,9L & 2,1L T3 ab Bj. 10/85 OE Ref. 025251172R;HL;3-D2-605;yes;1
SW11131;Vorderes Abgasrohr, T3 2,1L, MKB DJ/MV/SR/SS Ref. 025251171AD;HL;3-D2-405;yes;1
SW11132;Vorderes  Abgasrohr, T3 1,9L,  MKB DG ab Bj.86, OE Ref. 025251169N;HL;;no;0
SW11133;Seitliches Abgasrohr, T3 1,9L mit MKB DH bis Bj 07/85 OE Ref. 025251147D;HL;;no;0
SW11134;Vorderes Abgasrohr, T3 1,9L mit MKB DH bis Bj 07/85 OE Ref. 025251171G;HL;;no;0
SW11135;Hinteres Abgasrohr, T3 1,9L mit MKB DH bis Bj 07/85 OE Ref. 025251172G;HL;;no;0
SW11136;Verbindungsrohr (KAT Ersatz), T3 1,9L mit MKB DH bis BJ 07/85 OE Ref. 025251541B;HL;;no;0
SW11137;Seitliches Abgasrohr, T3 1,9L & 2,1L, Bj.10/85-07/87 OE Ref. 025251147BC;HL;;no;0
SW11138;Seitliches Abgasrohr, T3 1,9L & 2,1L ab Bj.08/87 OE Ref. 025251147BG;HL;3-D2-205;yes;1
SW11139;Endschalldämpfer, T3 2,1L mit MKB SR/SS/MV OE Ref. 025251053G;HL;;no;0
SW11140;Endschalldämpfer, T3 1,9L & 2,1L ab Bj. 10/85, OE Ref. 025251053M;HL;3-D3-303;yes;2
SW11141;Endrohr, passend für 1,9L & 2,1L T3 ab Bj. 10/85 OE Ref. 025251185C;HL;R24-098-01;yes;0
SW11142;Endrohr, passend für 1,9L T3 mit MKB DH bis BJ 07/85 OE Ref. 021251185E;HL;;no;0
SW11143;Endschalldämpfer, T3 1,9L mit MKB DF/DG bis 07/85 und 2,0L OE Ref. 021251053D;HL;;no;0
SW11145;Endrohr, passend für 1,9L & 2,1L T3 Syncro OE Ref. 025251185G;HL;3-B7-404;yes;1
SW11146;Hinteres Abgasrohr, T3 Syncro 1,9L & 2,1L  ab Bj. 10/85 OE Ref. 025251172P;HL;3-D2-604;yes;2
SW11147;Abgasrohr vorn, T3 Syncro 2,1L mit MKB DJ/MV/SR/SS OE Ref. 025251171AB;HL;3-D2-401;yes;1
SW11148;Seitliches Abgasrohr, T3 Syncro 1,9L & 2,1L,  OE Ref. 025251147BH;HL;;no;0
SW11149;Blende innen für Außenspiegel R+L  Golf 2 & Co ab Bj. 08/87 OE Ref. 191837993;HL;2-N11-403-1;yes;5
SW11150;Kühlwasserschlauch Oben Golf 2 & Co Turbodiesel OE Ref. 191121101AK;HL;2-I1-205;yes;1
SW11151;Staubkappe, Zündverteiler, T3, OE. Ref. 041905241;HL;TS11-08;yes;0
SW11152;Schlauch, Kurbelwellengehäuse-Entlüftung, Golf 2 &Co Polo, 1,0L OE Ref. 030103493N;HL;N-09-3-3-1;yes;0
SW11153;Kühlerschlauch Vergaservorwärmung für Startautomatik Golf &Co OE Ref. 027121057;HL;N-03-1-1-1;yes;1
SW11154;Schalter für Sitzheizung, Golf & Co ,Polo, Passat, T3 OE Ref. 161963563A;HL;2-N1-201-4;yes;1
SW11155;Tülle für Tankeinfüllstutzen, Caddy 14d, Bj. 83-92, OE Ref. 147201119;HL;;no;0
SW11156;Lederschaltknauf mit VW Motorsport Logo Golf &Co und Polo OE Ref. 191711141;HL;2-N3-602-5;yes;3
SW11157;Verkleidung für Lenksäule, Oberteil, schwarz,T3 OE Ref. 251953515A 01C;HL;M-03-1-2;yes;2
SW11158;Verkleidung für Lenksäule, Oberteil, sattelbraun, T3 Bus, OE Ref. 251953515A 90V;HL;;no;0
SW11159;Verkleidung für Lenksäule, Unterteil, schwarz,T3 OE Ref. 251953516 01C;HL;2-I11-101;yes;2
SW11160;Aufnahme für Tankeinfüllstutzen, Caddy 14d, OE Ref. 179809575;HL;N-01-1-2-2;yes;1
SW11161;Eckteil, Aufnahme für Rückleuchte, Caddy hinten rechts OE Ref. 179813356;HL;;no;0
SW11162;Abdeckung Tacho am Armaturenbrett, schwarz, T3, OE Ref. 251957081 01C;HL;;no;0
SW11163;Klammer für Tacho Abdeckung ,T3 OE Ref. 251957089;HL;2-O5-503-6;yes;2
SW11164;Motorlager seitlich, Passat 32b, OE Ref. 893199381B;HL;2-L5-401-3;yes;3
SW11165;Motorlager, Anschlagpuffer, Passat 32b, OE Ref. 811199339B;HL;2-L5-402-1;yes;2
SW11166;Getriebe Lager, Aufhängung, Passat 32b, 4-Zylinder, OE Ref. 811399151B;HL;2-L5-402-2;yes;2
SW11167;Lager vorne am Fahrschemel, Aggregateträger, Passat 32b, OE Ref. 893199415;HL;2-L5-303-2;yes;2
SW11168;Lager hinten am Fahrschemel, Aggregateträger, Passat 32b, OE Ref. 893199419;HL;2-L5-303-1;yes;2
SW11169;Getriebe Lager, Aufhängung, Passat 32b, 5 Zylinder, OE Ref. 855399151D;HL;2-L5-402-3;yes;1
SW11170;Schraube für Getriebe Lager, Aufhängung, Passat 32B, OE Ref. N 90274202;HL;2-O5-505-3;yes;0
SW11171;Schraube M10x75 für Fahrschemel-Lager, Passat 32b, OE Ref. N 90556902;HL;2-O1-702-1;yes;8
SW11172;Dichtsatz, für Schaltgetriebe 020, Golf &Co ab Bj 07/87, OE Ref 020398001L;HL;2-M3-603;yes;3
SW11173;Dichtungssatz, Kopfdichtsatz, Passat 32b, 5 Zylinder, OE Ref. 035198012N;HL;2-M3-604;yes;1
SW11174;Zylinderkopfschrauben Satz, Passat 5 Zylinder OE Ref. 050103384;HL;2-M5-203;yes;1
SW11175;Dichtung Ölwanne, Passat 5-Zylinder, OE Ref. 054103609;HL;2-M1-712;yes;1
SW11176;Wasserrohr, Passat 4-Zylinder, Benziner, OE Ref. 321121065B;HL;2-I3-604;yes;1
SW11177;Kühlwasserschlauch, Wasserrohr zum Ausgleichsbehälter, Passat OE Ref. 321121109E;HL;2-H2-705-1;yes;1
SW11178;Gaszug, Passat 32B, Diesel und Turbodiesel, OE Ref. 811721555AE;HL;L-18-01-11;yes;1
SW11179;Gaszug, Passat 32B, 1,8Liter, JN, OE Ref. 811721555AM;HL;M-13-07;yes;1
SW11180;Radlager hinten, inkl. Montagematerial, Golf 2 Synchro & Passat Syncro OE Ref. 331598625;HL;2-K2-505;yes;2
SW11181;Verkleidung, Manschette, für Handbremshebel ,T3 bis Bj. 12/84, OE Ref. 251711461;HL;N-21-0-4;yes;1
SW11182;Dichtung Ansaugkrümmer, bis 1,3L Hubraum, Golf &Co OE Ref. 030129717D;HL;2-M5-611;yes;3
SW11183;Dichtung Kurbelwellengehäuse Entlüftung, Golf 2 16V ab Bj. 08/89, OE Ref. 048103771;HL;2-M1-401-4;yes;1
SW11184;O-Ring für Kurbelwellengehäuse Entlüftung, Golf 2 16V ab Bj. 08/89, OE Ref. N90467301;HL;2-M1-404-3;yes;3
SW11185;Dichtung für Kurbelwellengehäuseentlüftung, Golf 2 16V bis Bj. 07/89, OE Ref. 027103771D;HL;2-M3-303-5;yes;4
SW11186;Alu Kühlwasserflansch, inkl. Dichtung, Golf & Co ab 1,5 L, 2H, T3 Diesel, OE Ref. 026121145E;HL;N-01-3-5-2;yes;2
SW11187;CO Standgasschraube, Golf &Co 2H und G60 MKB.: PG / 1H, OE Ref. 051133432;HL;2-O5-502-4;yes;6
SW11188;Keilriemen, Lichtmaschine, 10x675mm, Golf &Co mit 1,0 - 1,3L  OE Ref. 052903137F;HL;N-01-3-1-1;yes;3
SW11189;1 Satz hochwertige Golf 2 GTI - Optik Velour Fußmatten, rote Seitennaht;HL;2-G7-201;yes;2
SW11190;Schwimmer, Inkl. Nadelventil für 2E2 Vergaser, Golf &Co und T3, OE Ref. 025129391A;HL;2-N17-201-3;yes;2
SW11191;1 Satz hochwertige Golf 2 Velour Fußmatten in schwarz;HL;2-G7-301;yes;2
SW11192;CO Standgasschraube, Golf 2 GTI MKB.:PF;HL;2-O5-502-2;yes;2
SW11193;CO Standgasschraube, mit Spitze, Golf 2 16V MKB.: KR und PL;HL;2-O5-503-2;yes;2
SW11194;CO Standgasschraube, stumpf, Golf 2 16V MKB, KR und PL;HL;2-O5-501-5;yes;5
SW11195;"Service Aufkleber ""OLDTIMERWERK"" in Orange";HL;2-O5-502-1;yes;50
SW11196;Tankdeckel, ohne Belüftung, Golf 1 Cabrio ab 8/83, OE Ref. 155201551A;HL;M-05-6-3;yes;0
SW11197;Relais 63 für Kraftstoffpumpe, K- Jetronik, Golf &Co und Passat, OE Ref. 321906059F;HL;2-N3-204-2;yes;4
SW11198;Dichtring für Schwungrad, T3 1,9-2,1L Benziner, OE Ref. 021105279;HL;2-M1-502-5;yes;1
SW11199;Simmerring, Schwungrad Seite, T3 1,9-2,1L Benziner, OE Ref. 029105245;HL;2-M1-303-6;yes;0
SW11200;Filzdichtring für Pilotlager, Schwungrad, T3 1,9-2,1L Benziner OE Ref. 021105311;HL;R24-043-01;yes;1
SW11201;Pilotlager Kurbelwelle, Schwungradseite, T3 1,9-2,1L Benziner OE Ref. 111105313A;HL;M-06-1-2-7;yes;1
SW11202;Dichtung für Zündverteiler, Golf &Co ab 10/87, und T4 OE Ref. 026905261;HL;2-M5-402-1;yes;3
SW11203;Zierleiste Fahrertür, schwarz/rot, Jetta und Golf 2, 4-Türer bis Bj. 07/87, OE Ref. 167853516 QS2;HL;;no;0
SW11204;Zierleiste hinten rechts, schwarz-silber, Golf 2, 2-Türer bis 07/87, OE Ref. 165853536 QH8;HL;;no;0
SW11205;Zierleiste Kotflügel, vorne rechts, Golf 2 &Co bis 07/87, OE Ref. 191853518A 01C;HL;L-16-3-4-2;yes;1
SW11206;Zierleiste Kotflügel, schwarz, vorne links, Golf 2 &Co, bis Bj. 07/87, OE Ref. 191853517A 01C;HL;N-07-3-2-1;yes;2
SW11207;Zierleiste Tür, hinten rechts Golf 2 &Co, 4-Türer, ab Bj. 10/89, OE Ref. 193853754D 2BC;HL;2-K5-408;yes;2
SW11208;Zierleiste Tür, vorne links, Golf 2 &Co ab 10/89, OE Ref. 193853515D 2BC;HL;3-D1-509;yes;1
SW11209;Zierleiste Tür, vorne rechts, Golf 2, Jetta 2 ab 10/89, OE Ref. 193853516D 2BC;HL;3-D1-506;yes;1
SW11210;Zierleiste Tür, hinten links, Golf 2 &Co, 4-Türer bis 07/87, OE Ref. 193853753;HL;2-K5-402;yes;1
SW11211;Zierleiste Tür, hinten rechts, Golf 2 &Co, 4-Türer bis 07/87, OE Ref. 193853754;HL;N-30-6-2;yes;0
SW11212;Zierleiste Blende Außenspiegel rechts mit Chromleiste Golf 2 &Co, ab 10/87, OE Ref. 191853220A;HL;2-I7-505-3;yes;2
SW11213;Zierleiste Blende Außenspiegel links, mit Chromleiste, Golf 2 &Co, ab 10/87, OE Ref. 191853219A;HL;2-I7-505-2;yes;2
SW11214;Zierleiste Blende Außenspiegel rechts mit Chromleiste Golf 2 &Co , bis Bj. 07/87, OE Ref. 191853230A;HL;;no;0
SW11215;Zierleiste, Kotflügel, vorne rechts, graphit, Golf 2 &Co, ab 10/89, OE Ref. 191853518D 2BC;HL;M-05-3-1;yes;3
SW11216;Zierleiste, Tür hinten links, schwarz/rot, Golf 2 &Co, 4-Türer bis 07/87, OE Ref. 167853753 QS2;HL;2-K5-401;yes;1
SW11217;"Zierstreifen ""Memphis"", links, Golf 2 &Co, 2-Türer, OE Ref. 191898525C 4AT";HL;;no;0
SW11218;Stabilisator, vorne, Golf 2 G60, OE Ref. 191411309C;HL;;no;0
SW11219;Tacho, 200 km/h, Motometer 935, Golf 2 & Co, OE Ref. 191957031;HL;M-03-3-2;yes;1
SW11220;Tankanzeige, Golf 2 &Co und Passat 32b mit Uhr, OE Ref. 191919045;HL;;no;0
SW11221;Tankanzeige, Golf 2 &Co, Passat 32b mit DZM, OE Ref. 191919045A;HL;2-N7-502-5;yes;1
SW11222;Unterdruckschlauch, Winkelstück, Golf 2 & Co, OE Ref. 027133783B;HL;2-N17-205-1;yes;1
SW11223;Winkelschlauch, Aktivkohle Behälter, Golf 2 & Co, OE Ref. 050133784;HL;2-O5-504-5;yes;2
SW11224;Winkelschlauch, Aktivkohle Behälter, Golf 2 &Co, MKB PN, OE Ref. 191133784A;HL;2-M5-104-6;yes;1
SW11225;Verschlussbügel für Luftfilter, 1,5L und 1,6L mit Vergaser, Golf &Co OE Ref. 341129614;HL;2-M5-302-4;yes;2
SW11226;Scheinwerfer inkl. Glühbirnendichtung, T3 Bus, OE Ref. 251941105A;HL;2-I7-108;yes;0
SW11227;Manschette für Heizklappenzug, T3 1,6L und 2,0L luftgekühlt, OE Ref. 211711663;HL;M-06-2-4-1;yes;2
SW11228;Zug für Heizklappenkasten, links, 2,0L T3 bis 12/82, OE Ref. 251711629;HL;pickware_unknown_location;no;1
SW11229;Montagesatz für Heizklappenkastenzug, 2,0L T3 bis Bj. 12/82 OE Ref. 111298101A;HL;2-M5-104-4;yes;2
SW11230;Manschette, Gaszug T3, OE Ref. 211721579B;HL;2-O5-501-6;yes;1
SW11231;Bremsbelagsatz für 10mm Bremsscheibe. Golf 2 1,3L/Diesel, OE Ref. 191698151E;HL;3-A7-506;yes;1
SW11232;Schalthebel Polo 86C, 82 bis 94 mit 5-Gang Getriebe, OE Ref. 867711117;HL;2-N1-506;yes;1
SW11233;Lenkgetriebe, manuell, T3, OE Ref. 251419061;HL;B-03-3-3;yes;0
SW11234;Thermostatgehäuse für Golf 2 und Polo, MKB HZ,MH,NU,2C, OE Ref. 030121117D;HL;2-F1-706;yes;2
SW11235;Bremskraftverstärker, justierbar, 9 Zoll, Golf 1 &Co, Scirocco, OE Ref. 171612107G;HL;Mühle EO;yes;0
SW11236;Dämmung für Benzinpumpe, K-Jetronic Einspritzer, Golf 1 &Co OE Ref. 171201769B;HL;2-N17-502-6;yes;3
SW11237;Lenkgetriebe, manuell, Golf 2 &Co, OE Ref. 191419063B;HL;N-30-0-2;yes;0
SW11238;Dichtung für Tankgeber, Golf 2 &Co, OE Ref. 6N0919133;HL;N-01-1-3-1;yes;21
SW11239;Kappe, Gummi, für Stangen am Innenhimmel, Golf 1 &Co OE Ref. 311867649;HL;2-N9-604-5;yes;13
SW11240;Gummikappe für H4 Scheinwerfer, Golf &Co, T3, OE Ref. 111941605A;HL;M-03-1-4;yes;9
SW11241;Dekorfolienset seitlich in Schwarz, Golf 1 &Co GTI OE Ref. 161898524 4AT;HL;2-N3-0;yes;0
SW11242;Halter Stoßstange, hinten rechts, T3, OE Ref. 255807296B;HL;;no;0
SW11243;Halter Stoßstange, hinten links, T3, OE Ref. 255807295C;HL;;no;0
SW11246;Schaltfinger Umlenkwelle, Golf 1 &Co mit 5-Gang Getriebe, OE Ref. 171711163E;HL;2-N5-703-3;yes;1
SW11247;Führungsbolzen, Satz für Faustsattelbremse, Golf 1 &Co, OE Ref. 171615219 / A;HL;2-N9-302-1;yes;5
SW11248;Achsschenkel, vorne rechts, T3 ab 85, OE Ref. 251407312AR;HL;;no;0
SW11249;Kühlergrill, GTI, Doppelscheinwerfer, Golf 2 ab 08/87, OE Ref. 191853653K QN5;HL;3-D1-602;yes;1
SW11250;Benzinleitung am Kraftstoff Druckregler, Scirocco MKB PL, OE Ref. 067133673A;HL;2-N17-504-2;yes;1
SW11251;Hohlschraube mit Filter, M12x1,5 Golf &Co ,T3 OE Ref. 048133505;HL;2-N17-401-2;yes;1
SW11252;Benzinleitung am Mengenteiler, Scirocco 16V MKB PL, OE Ref. 067133747A;HL;;no;0
SW11253;Regler, Frischluft- und Heizung, Golf 2 &Co, OE Ref. 191819045A;HL;;no;0
SW11254;Handbremshebel, passend für T3 bis 07/85, OE Ref. 251711307;HL;;no;0
SW11255;Schließzylinder für Heckklappe, T3 Pritsche und Doka, OE Ref. 245827573;HL;;no;0
SW11256;Schließzylinder für Türgriff, T3, OE Ref. 251837217;HL;;no;0
SW11257;CO-Einstellschraube für Vergaser, Golf &Co, T3, OE Ref. 025129427A;HL;;no;0
SW11258;Keilriemenscheibe Kurbelwelle, Golf 2 & Co mit Servolenkung, OE Ref. 068105255J;HL;;no;0
SW11259;Kraftstoffschlauch, für T3 Syncro Turbo-Diesel, OE Ref. 251201143D;HL;pickware_unknown_location;no;1
SW11260;Heckklappenschloß,Motordeckel, T3 Pritsche und Doka, OE Ref. 245827503A;HL;pickware_unknown_location;no;1
SW11260;Heckklappenschloß,Motordeckel, T3 Pritsche und Doka, OE Ref. 245827503A;HL;2-K3-304-3;yes;2
SW11261;Satz Einstellschrauben, Hella Scheinwerfer, Polo ab 82, OE Ref. 867941141;HL;2-N7-602-4;yes;2
SW11262;Heckklappenschloss für VW Polo 2 Coupe, OE Ref. 871827539A;HL;;no;0
SW11263;Querträger, Seitenteil, vorne rechts, Golf 1 &Co, Scirocco 53b, OE Ref. 171803194B;HL;3-F4-403;yes;1
SW11264;Blende, Griff, Handbremshebel, Golf 2 &Co bis Bj. 07/88 und Polo bis 94, OE Ref. 191711327 LN8;HL;;no;0
SW11265;Schweller Blende, Karmann Verbreiterung, links, Golf 1 Cabrio OE Ref. 155821511 GRU;HL;;no;0
SW11266;Schweller Blende, Karmann Verbreiterung, rechts, Golf 1 Cabrio OE Ref. 155821512 GRU;HL;;no;0
SW11267;Radlauf Verbreiterung, Karmann, vorne rechts, Golf 1 Cabrio, OE Ref. 155853718B GRU;HL;;no;0
SW11268;Blende Verdeckgestell, links, Golf 1 Cabrio, OE Ref. 155871197B 01C;HL;;no;0
SW11269;Blende Verdeckgestell, rechts, Golf 1 Cabrio, OE Ref. 155871198B 01C;HL;;no;0
SW11270;Unterlegscheibe, Ablagekasten Tür, Golf 1 & Co, OE Ref. 803867169;HL;;no;0
SW11271;Schraube M5x10mm, für Fensterkurbel und Griffschale, Golf 1 &Co und T3, OE Ref. N0142643;HL;2-N11-501-3;yes;94
SW11272;Unterlage für Schraube der Griffschale, Golf 1 &Co und T3, OE Ref. 111837291;HL;2-O1-703-5;yes;4
SW11273;Linsenblechschraube, 4,2x13mm, schwarz, OE Ref. N01396626;HL;2-O1-701-1;yes;600
SW11274;Gelenksatz, Antriebswelle, vorne außen, Golf 1 & Co bis Bj. 07/80, OE Ref. 171498099;HL;2-L4-505;yes;3
SW11275;Endschalldämpfer für Golf 1, Scirocco und Cabrio 1,1 bis 1,6L,  OE Ref. 171253609C;HL;3-D1-302;yes;0
SW11276;Schalldämpfer, Mitteltopf, Golf 1 &Co 1,1 bis 1,6L , OE Ref. 161253209;HL;3-D1-301;yes;0
SW11277;Auspuffschelle, Spannband, 42,5 mm, Golf & Co, OE Ref. 823253143D;HL;2-M1-101-3;yes;2
SW11297;Verkleidung unter Windlauf, Wasserabweiser, Abdeckung Wasserkasten, Golf 2 & Co, OE Ref. 191819415C;HL;B-03-2-3;yes;0
SW11298;Abdeckkappe,  Stossdämpfer vorn oben, T3, OE Ref. 251413437;HL;2-O3-804-6;yes;11
SW11299;Schlauch, Kurbelgehäuse Entlüftung, Golf & T3 Diesel, OE Ref. 068103493B;HL;L-16-0-1;yes;1
SW11300;GYEON Q²M WashPad, Wasch-Schwamm;HL;2-K5-601-5;yes;1
SW11301;Drehlager für Ausstellfenster, Golf 1 &Co,  OE Ref. 171837455;HL;2-N11-501-4;yes;2
SW11302;GYEON Q²M FabricCoat, Stoff-/Polster-Imprägnierung, Cabrio-Imprägnierung;HL;2-K5-601-1;yes;2
SW11303;GYEON Q²M GlassPack, Waffeltuch;HL;2-K5-602-5;yes;2
SW11304;GYEON Q² Wax, Wachsversiegelung, 175 g;HL;2-K5-601-6;yes;2
SW11306;GYEON Q²M Prep, Entfetter, 500 ml;HL;2-K5-605;yes;2
SW11307;GYEON Q²M SoftWipe, Poliertuch 40cm×40cm;HL;2-K5-602-6;yes;2
SW11308;GYEON Q²M QuickDetailer (1L);HL;2-K5-602-3;yes;1
SW11309;GYEON Q²M WheelMitt, Waschhandschuh - perfekt für die Felgen;HL;2-K5-601-4;yes;1
SW11310;GYEON Q²M Bathe Shampoo, Autoshampoo;HL;2-K5-601-2;yes;1
SW11311;GYEON Q² Rim EVO, Felgenversiegelung;HL;2-K5-601-3;yes;2
SW11312;LIQUID ELEMENTS Black Hole XL Premium Trockentuch, 80cmx50cm;HL;2-K5-706;yes;3
SW11313;GYEON Q²M BaldWipe EVO, Mikrofasertuch 40cm×40cm;HL;2-K5-602-4;yes;2
SW11314;"""AZUBI""-Paket, Autopflege-Set, Die Stage 1 für Anfänger";HL;;no;0
SW11315;"""GESELLEN""-Paket, Autopflege-Set, Die Stage 2 für Fortgeschrittene";HL;;no;0
SW11316;"Bremssattel - Set ""GIRLING"" OE 171615108D für Golf 1 & Co.";HL;;no;0
SW11317;"""MEISTER""-Paket, Autopflege-Set, Die Stage 3 für Experten & Liebhaber";HL;;no;0
SW11318;Riemenrad, Kurbelwelle vorn, Golf 2 &Co und Polo, bis 1,3L OE Ref. 030105263A;HL;M-04-0-2-2;yes;1
SW11319;Zahnrad, Nockenwelle Golf &Co 1-1,8L Benziner und T4 OE Ref. 049109111B;HL;M-05-2-3;yes;1
SW11320;Schaltergehäuse, Rückwärtsgang, Golf 2 G60, OE Ref. 02A945523H;HL;N-01-2-3-5;yes;1
SW11321;Reparaturblech Laderaum Boden T3 OE Ref. 251801400;HL;3-H3-107;yes;1
SW11322;Heckblech, Reparaturstück mit Ausschnitt für kleine Rückleuchten, Golf1 bis BJ80, OE Ref. 171813301C;HL;3-H3-110;yes;1
SW11323;Wasserablaufventil für Schiebedach, Golf 1 &Co OE Ref. 175877243;HL;M-06-5-3-5;yes;3
SW11324;Knopf zur Entriegelung der Rücksitzbank, Golf 2, OE Ref. 191885683A;HL;2-N13-601-4;yes;18
SW11325;Anschlag für Heckklappe, Golf 2 &Co OE Ref. 191947575A;HL;2-N13-603-4;yes;9
SW11326;Pleuelschraube T3 1,6-1,9L bis Bj. 1985 OE Ref. 113105425;HL;2-M5-304-4;yes;8
SW11327;Pleuelmutter, T3 1,6-1,9L bis Bj. 1985 OE Ref. 113105427;HL;2-M5-303-3;yes;8
SW11328;Handbremsseil für Scheibenbremse, ab BJ10/88, Golf &Co, OE Ref. 191609721F;HL;2-J1-103;yes;4
SW11330;Fensterschachtdichtung, innen, Golf 1 Cabrio, OE Ref. 155837475C;HL;;no;0
SW11331;Blechmutter 4,8mm OE Ref. N0154841;HL;2-O3-602-1;yes;26
